disease_name,gene_name
Crohn's disease,ALOX5; PTGS2; PTGS1; ATP4A; IL12B; NR3C1; PPARG; GABRA2; ADORA1; ADORA2B; CCR9; CSF2RA; DHFR; TNF; GABRA3; FKBP1A; RBX1; GABRG2; CD80; PPAT; S1PR1; ADORA3; JAK2; MADCAM1; SMAD7; JAK3; VDR; CRBN; ITGA4; CUL4A; SIGMAR1; GABRG1; DDB1; GABRA1; ICAM1; TYK2; IL23A; CD86; ADORA2A; ITGB7; AGTR1; JAK1; GABRG3; GRIN2A; GABRA5
Cutaneous T-cell lymphoma,HDAC9; HDAC7; HDAC6; IL2RB; HDAC1; HDAC11; RXRB; HDAC4; HDAC5; HDAC2; RXRG; EEF2; HDAC3; CCR4; HDAC10; IL2RA; HDAC8; RXRA
Cutaneous abscess,SCN4A; SCN11A; SCN8A; SCN9A; SCN10A; SCN1A; SCN5A; SCN2A; SCN7A; SCN3A
Desmoid-type fibromatosis,FLT4; PSEN1; TOP2A; RAF1; KIT; APH1A; APH1B; BRAF; NCSTN; FLT1; PDGFRB; FLT3; KDR; PSEN2; RET; PSENEN
Diarrhea,SSTR4; CFTR; OPRM1; TPH1; TPH2; SSTR1; SSTR2; SSTR3; NR1H4; ANO1; SSTR5; MME; PTGS2; PTGS1
Disorder of lipid metabolism,NDUFAB1; NPC1L1; NDUFS1; NDUFB4; PTGS2; FDFT1; NDUFB7; HMGCR; NDUFB3; NDUFA8; NDUFA5; NDUFA10; PPARG; NDUFB5; NDUFAF1; NDUFB10; NDUFV3; NDUFAF2; NDUFS4; NDUFB8; NDUFV1; PTGDR; NDUFS5; NDUFA3; NDUFA11; NDUFV2; NDUFB1; NDUFA12; NDUFA13; PPARA; MT-ND2; MT-ND4; MT-ND1; MT-ND4L; NDUFS3; CETP; NDUFB2; NDUFC1; NDUFS8; VDR; GPD2; NDUFS7; NDUFA1; THRA; NDUFS6; NDUFB9; NDUFC2; NDUFS2; PCSK9; NDUFAF3; NDUFA6; NDUFA4L2; NDUFA4; MT-ND6; NDUFA7; PTGS1; CNR1; NDUFAF4; NDUFA9; AGTR1; NDUFB11; NDUFB6; MT-ND3; NDUFA2; THRB; MT-ND5
Down syndrome,GRIN2C; GRIN1; GRIN2A; GRIN3A; ACHE; GRIN2D; GRIN3B; THRB; GRIN2B; THRA
Duchenne muscular dystrophy,ADRB1; NFKB2; RPL6; RPL3; RPL5; RPS4Y1; RPL13A; RPL37; RPS3; RPL26; RPL27A; ADRA1B; RPS9; RPL38; RELA; RPL23A; RPL10A; RPS18; RPS16; NFKB1; RPL24; RPL22; CCN2; RPL36; RPL27; RPL35; RPLP1; RPS2; RPS11; RPS3A; RPL10; RPL7; RPL30; ACE; RPL13; RPSA; ADRB2; RPL15; RPL14; RPS26; RPL37A; RPL12; DMD; RPL41; RPL36A; RPL17; RPL31; RPLP0; RPL28; RPL19; NR3C1; RPL21; RPS10; RPS15A; RPS6; PDE5A; RPS27A; RPL7A; RPL8; RPS14; RPS21; ADRA1D; RPL4; RPS17; RPL35A; RPL39; RPS29; RPS20; RPL18; RPS5; ESR1; RPS19; RPL18A; RPL34; RPS13; RPS12; RPS15; RPS25; ADRA1A; RPL23; RPS24; RPL11; RPS8; RPL32; FAU; NR3C2; RPL29; RPL9; RPS7; RPS27; RPS23; ADRB3; RPS4X; RPS28
Dupuytren Contracture,COL11A1; COL4A4; COL4A2; COL6A3; COL1A2; COL6A5; COL18A1; COL27A1; COL4A6; COL5A2; COL6A6; COL28A1; COL5A3; COL5A1; COL6A1; COL6A2; COL4A1; COL11A2; COL15A1; COL1A1; COL3A1; COL4A3; COL24A1; COL4A5; NR3C1; COL2A1
Dysmenorrhea,PTGS2; PGR; PDE4C; OPRM1; FAAH; NR3C2; CHRM1; ESR1; PTGS1; ADORA2A; ADORA1; ADORA2B; PDE4A; PDE4B; TRPV1; ADORA3; ALOX5; PDE4D
Eczema,RARA; JAK1; IL13; RARG; RXRA; HRH1; RXRB; RARB; IL4R; JAK2; TYK2; NR3C1; RXRG; PDE4B; PPIA; PDE4C; PPAT; PDE4A; FKBP1A; JAK3; PDE4D
Ehlers-Danlos syndrome,ADRB1; SCN1A; SCN9A; SCN8A; ADRA2B; SCN4A; SCN11A; SCN5A; ADRA2A; SCN3A; ADRA2C; SCN2A; SCN7A; PRKCB; ADRB2; SCN10A
Encephalopathy,GABRE; GABRA6; GABRG3; GABRD; GABRQ; GABRA1; GABRG2; GABRA3; GABRA2; GABRG1; GABRB1; GABRB3; GABRA5; GABRP; GABRA4; GABRB2
End Stage Liver Disease,KCNK10; GABRA3; GABRA1; GABRE; GABRG2; GABRA2; GABRG1; GABRB1; KCNK3; GABRD; GABRP; GLRA1; KCNK9; GABRG3; KCNK18; KCNK2; GABRA4; GABRA6; GABRB2; GABRB3; GABRA5; GABRQ
Endometrial Clear Cell Adenocarcinoma,CSF3R; TUBB4B; TUBB4A; TUBB2A; TUBB; TUBB1; TUBB2B; TUBB6; TOP2A; TUBB3; TUBB8
Endometrial Hyperplasia without Atypia,PGR; ESR1; NDUFS8; GPD2; NDUFA5; NDUFA2; NDUFA9; NDUFB9; NDUFAF2; NDUFS4; NDUFA11; NDUFA4L2; NDUFA13; NDUFA4; MT-ND6; MT-ND4; NDUFS1; NDUFB7; NDUFA8; NDUFA1; ESR2; NDUFB10; NDUFS6; NDUFB11; NDUFC2; NDUFV3; NDUFB6; NDUFS5; NDUFA12; NDUFA6; NDUFA7; NDUFC1; NDUFS7; NDUFAF4; NDUFA10; NDUFAF1; NDUFS2; NDUFA3; NDUFAF3; NDUFV2; NDUFB1; MT-ND3; MT-ND1; NDUFS3; NDUFAB1; NDUFB4; NDUFB2; NDUFB3; NDUFB5; NDUFB8; NDUFV1; MT-ND2; MT-ND5; MT-ND4L
Endometrial Serous Adenocarcinoma,TOP2A; TUBB2B; TUBB6; TUBB4B; TUBB1; TUBB4A; TUBB2A; TUBB; TUBB8; CSF3R; TUBB3
Epiphora,NR3C1; SCN2A; SCN1A; SCN5A; SCN7A; SCN3A; SCN4A; SCN9A; SCN8A; SCN11A; SCN10A
Ewing sarcoma,TUBB2A; FDPS; TUBB6; TUBB4B; TUBB1; TOP2A; SLC6A3; TUBB; TOP1; TUBB3; TUBB8; TOP2B; TUBB4A; TUBB2B
Extramammary Paget Disease,SCN9A; SCN4A; PTGS1; SCN7A; SCN1A; SCN8A; PTGS2; FAAH; SCN5A; SCN2A; SCN3A; SCN11A; SCN10A; TLR7; TRPV1
Facial wrinkling,SCN7A; SCN1A; SCN3A; SCN5A; SCN10A; VAMP2; SCN4A; SCN2A; SCN8A; SNAP25; SCN9A; SCN11A
Fallopian Tube Carcinoma,POLA2; POLE2; TUBB2B; TUBB6; POLE; TUBB4B; TUBB8; POLD1; POLA1; TUBB4A; POLD2; VEGFA; TUBB2A; TUBB3; ESR1; PARP2; RRM1; POLD4; TUBB; POLD3; TUBB1; PARP1; PRIM2; POLE3; PRIM1
Fallopian Tube Serous Adenocarcinoma,TUBB1; VEGFA; TUBB2B; TUBA1A; TUBA1C; TUBB6; TUBB; TUBB3; TUBB2A; TUBA3C; TUBB4A; TUBA1B; TUBA4A; TUBA3E; TUBB8; TUBB4B
Fatigue,SLC6A2; EPOR; TNF; TUBB3; TUBB4A; TUBB2B; TUBB; NR1H4; TUBB6; TUBB4B; TUBB8; TUBB1; NR3C1; TUBB2A; SLC6A3
Fever,GABRA4; CSF3R; IL1B; GABRA6; CSF2RA; ALOX5; PTGS2; GABRP; PTGS1; GABRG2; MMP8; MMP7; MMP13; SIGMAR1; CACNA1B; GABRB3; GABRD; RYR1; TRPV1; GABRQ; CACNA2D2; GABRA3; FAAH; NGF; GABRB2; GABRA2; CACNA2D1; GABRG1; GABRG3; GRIN2A; GABRA5; MMP1; GABRA1; GABRE; GLRA1; GABRB1; RYR3
Focal-onset seizure,ALDH5A1; SCN2A; GABRA6; GABRB2; CACNA1B; SCN3A; SCN5A; GABRQ; SCN4A; GABRA1; GABRP; GABRE; GABRA4; SCN7A; GABRG1; GABRB3; SCN11A; SCN10A; GABRA3; SCN1A; CACNA2D1; GABRB1; GABRD; GABRG2; SNAP25; GABRA2; SV2A; SCN9A; GABRG3; GABRA5; SCN8A
