disease_name,gene_name
Alzheimer disease,BCHE; CACNA2D1; ADRB2; GRIN1; GRIN2A; SCN4A; SLC6A2; SCN2A; GABBR2; SCN1A; SIGMAR1; SCN3A; GRIN2C; SCN10A; ADRB3; SCN8A; GRIN3A; PTGS2; ACHE; CHRNA4; GRIN2D; HMGCR; GRIN3B; FAAH; ADRA1A; APP; SCN11A; ADRA1D; TRPV1; GRIN2B; ADRB1; PTGS1; SLC6A4; SCN7A; SLC6A3; CHRNB2; SCN9A; ADRA1B; PDE3A; SCN5A; GABBR1
Arthralgia,PTGS2; XDH; ADRA1B; ADRA1D; HRH1; PTGS1; NR3C1; ADRA2A; ADRA2C; TRPV1; ALOX5; HRH2; ADRA1A; TRPA1; TRPM8; ADRA2B
Arthropathy,CHRND; SCN3A; SCN8A; SCN4A; CHRNE; CHRNA1; SCN9A; OPRK1; OPRM1; SCN2A; SCN7A; SCN1A; CHRNB1; OPRD1; PLG; SCN11A; SCN5A; SCN10A; CHRNG
Ataxia-telangiectasia,NDUFB2; NDUFS7; NDUFA1; NDUFA2; PPARG; NDUFB10; NDUFB9; NDUFA4L2; MT-ND1; GPD2; NDUFB3; NDUFAF1; NDUFS6; NDUFB11; NDUFAF2; NDUFA3; NDUFA11; NDUFA13; MT-ND4; NDUFS1; NDUFC1; NDUFS8; NDUFA8; NDUFAF4; NDUFA9; NDUFC2; NDUFS2; NDUFV1; NDUFV2; NDUFB1; NDUFA12; NDUFA6; NDUFA4; MT-ND6; MT-ND5; NDUFS3; NDUFAB1; NDUFB4; NDUFB7; NDUFA5; NDUFA10; NDUFB5; NDUFV3; NDUFS4; NDUFB6; NDUFB8; NDUFS5; NDUFAF3; MT-ND2; MT-ND3; MT-ND4L; NDUFA7
Back pain,SLC6A2; SCN2A; SCN1A; SCN5A; SCN8A; SCN4A; PTGS2; PTGS1; TRPA1; SLC6A4; SCN7A; TRPM8; PTH1R; SCN9A; TRPV1; DDC; SCN3A; FDPS; OPRM1; NR3C1; FAAH; DRD3; SCN11A; SCN10A
Bilateral tonic-clonic seizure,SCN2A; CACNA1B; SV2A; SCN11A; SCN3A; SCN10A; SCN4A; GRIA2; GRIA3; GRIA4; SCN9A; SCN5A; SCN7A; SCN1A; GRIA1; SCN8A
Borderline personality disorder,HTR2A; SLC6A4; SCN2A; SCN3A; SCN11A; SCN7A; SCN1A; DRD2; SCN9A; SCN5A; SCN10A; SCN4A; HTR2C; SCN8A
Bradycardia,CHRM3; ADRA2C; ADRB3; ADRB1; ADRA2A; ADRB2; CHRM1; CHRM2; ADRA2B; ADRA1A; ADRA1B; ADRA1D
Bronchiectasis,PDE4A; NR3C1; PDE3B; ADORA2A; CHRM3; ADORA1; PDE4C; VDR; HMGCR; ADRB2; ADORA2B; PDE3A; PDE4B; ADORA3; PDE4D; CHRM1; ELANE
Bronchiolitis,CYSLTR1; ADRA2B; NR3C1; ADRA1A; ADRA1D; ADRB3; ADRA2A; ADRB2; ADRA1B; ADRB1; ADRA2C
COVID-19,PTGS2; GABRP; RBX1; GABRE; CYP3A5; GHR; CRBN; SERPINC1; CD80; MMP13; AGTR1; GABRA6; SELP; GABRA5; MMP1; TLR7; GABRA3; GABRA1; ACHE; SLC6A4; HRH2; F10; RARA; IFNAR1; GABRB2; NR3C2; CYP3A7; GABRG1; AR; RARG; CYSLTR1; KCNK18; TUBB4B; TUBB; DPP4; CSF2RA; TLR9; ADRA2B; RARB; KCNK10; TUBB1; TUBB4A; GABRA4; VDR; NR3C1; CD86; MMP8; TUBB2B; PDE5A; CUL4A; GABRA2; IFNAR2; CYP3A4; GABRB1; DDB1; F2; GABRG3; GABRD; PPIA; HRH1; TUBB3; TUBB8; GABRQ; CYP3A43; KCNK2; PTGS1; GABRG2; TUBB2A; MMP7; GLRA1; ADRA2A; IL6R; GABRB3; KCNK9; INSR; KCNK3; TUBB6; ADRA2C
Central Nervous System Lymphoma,NR3C1; PRIM1; POLE2; POLA1; POLD2; POLE3; POLA2; POLD3; PRIM2; MS4A1; POLD4; POLD1; POLE; DHFR
Chemotherapy-induced nausea and vomiting,HTR2A; NR3C1; HTR3C; DRD4; TACR1; DRD2; HTR3B; DRD3; HTR3A; HTR2C; HTR3E; HTR3D
Cholecystitis,GRIN2D; SCN2A; GRIN2C; SCN9A; GRIN2A; SCN5A; SCN8A; GRIN3B; ADRA2A; SCN7A; SCN11A; SCN10A; GRIN3A; GRIN2B; ADRA2B; SCN4A; OPRM1; SCN1A; SCN3A; GRIN1; ADRA2C
Chronic pain,SCN4A; PTGS1; SLC6A4; CHRM3; CACNA2D1; HTR3A; SCN11A; GRIN1; ADRA2B; PTGS2; SCN3A; GRIN2C; SCN9A; TRPV1; OPRK1; OPRM1; NR3C1; GRIN3B; OPRD1; FAAH; CNR1; SCN2A; SCN1A; ADRA2A; GRIN2A; SCN5A; ADRA2C; GRIN3A; SLC6A2; GRIN2D; CLCN2; SCN7A; OXTR; CHRM2; SCN10A; SCN8A; GRIN2B
Cognitive impairment,SCN4A; NDUFB4; GSK3B; NDUFB2; GABRE; OPRM1; GPD2; NDUFA8; NDUFAF4; NDUFA5; CHRM3; IMPA1; NDUFB5; NDUFAF1; SLC6A3; NDUFS6; NDUFB11; GABRA2; SCN3A; NDUFS2; GRIN2C; GABRB1; NDUFB6; NDUFV1; SCN11A; NDUFS5; SCN9A; NDUFA3; SCN10A; GABRD; SCN8A; GRIN3A; MT-ND3; MT-ND1; MT-ND4L; GABRA3; GABRP; GRIN2D; NDUFC1; NDUFS8; CNR1; NDUFB3; NDUFA1; NDUFA10; NDUFA9; SCN1A; GABRB2; ADRA2A; NDUFC2; NDUFV3; GABRG1; NDUFAF2; SLC18A2; CHRM1; NDUFA11; NDUFV2; GRIN2A; NDUFB1; SCN5A; NDUFS3; GRIN2B; NDUFAB1; GABRA1; NDUFB7; SLC6A2; GSK3A; SLC6A4; GABRA4; HMGCR; GABRG2; BCHE; GRIN3B; S1PR4; NDUFB9; NDUFB8; GABRB3; S1PR1; NDUFAF3; S1PR5; CHRM2; GABRG3; ADRA2C; NDUFA12; NDUFA6; NDUFA13; NDUFA4; MT-ND6; S1PR3; S1PR2; ADRA2B; NDUFS1; ACHE; NDUFS7; NDUFA2; SCN2A; SCN7A; NDUFB10; APP; GABRA6; NDUFS4; GRIN1; NDUFA4L2; GABRA5; DPP4; MT-ND2; MT-ND5; MT-ND4; NDUFA7; GABRQ
Constipation,SLC9A3; OPRM1; OPRD1; SSTR1; HTR4; OPRK1; CLCN2; RXRA; GUCY2C; SNAP25; SSTR2; SSTR3; SSTR4; SSTR5
Cough,GABRA1; KCNK10; OPRM1; GABRG2; SCN7A; GABRB2; CYSLTR1; GRIN2A; ADRA2C; KCNK18; GABRQ; SCN4A; KCNK2; GABRE; TRPA1; OPRD1; SCN1A; TRPM8; SIGMAR1; ADRA2A; GABRB1; GABRB3; KCNK9; SCN5A; GABRD; SLC6A2; ADRA1A; GABRA6; SCN3A; SCN9A; ADRA1B; KCNK3; HRH1; GABRA3; OPRK1; GABRP; GABRA4; SCN2A; GLRA1; GABRA2; GABRG1; SCN11A; ADRA1D; GABRG3; SCN10A; GABRA5; SCN8A; ADRA2B
Crohn's disease,PTGS2; PTGS1; ATP4A; GABRA2; ADORA1; ADORA2B; DHFR; GABRA3; ALOX5; FKBP1A; IL12B; GABRG2; ADORA3; VDR; PPAT; SIGMAR1; GABRG1; GABRA1; NR3C1; ITGA4; ADORA2A; PPARG; ITGB7; AGTR1; GABRG3; GRIN2A; GABRA5; TNF
Cutaneous T-cell lymphoma,HDAC9; HDAC7; HDAC6; IL2RB; HDAC11; RXRB; HDAC4; HDAC5; RXRG; EEF2; HDAC10; HDAC1; IL2RA; HDAC8; HDAC3; RXRA; HDAC2
Cutaneous abscess,SCN4A; SCN11A; SCN8A; SCN9A; SCN10A; SCN1A; SCN5A; SCN2A; SCN7A; SCN3A
Disorder of lipid metabolism,NDUFS1; NDUFB4; NDUFB7; HMGCR; NDUFA5; NDUFB5; NDUFAF1; NDUFV1; PTGDR; NDUFS5; PPARA; MT-ND2; MT-ND4; MT-ND1; MT-ND4L; NDUFB2; NDUFC1; NDUFS8; NDUFA8; NDUFA1; NDUFB10; NDUFS6; NDUFB9; NDUFC2; NDUFS2; PCSK9; NDUFV2; NDUFA12; NDUFA6; NDUFA4L2; NDUFA13; NDUFA4; MT-ND6; NDUFS3; NDUFA7; NDUFAB1; NPC1L1; NDUFB3; NDUFAF4; NDUFA9; NDUFB11; NDUFV3; NDUFB8; NDUFA3; NDUFAF3; MT-ND3; GPD2; NDUFS7; NDUFA10; NDUFA2; NDUFAF2; NDUFS4; NDUFB6; NDUFA11; NDUFB1; MT-ND5
Dupuytren Contracture,COL4A4; COL6A3; COL18A1; COL27A1; COL5A2; COL6A6; COL11A1; COL5A3; COL5A1; COL6A1; COL6A2; COL4A1; COL4A6; COL1A1; COL4A2; COL3A1; COL24A1; COL6A5; COL11A2; COL15A1; COL28A1; COL2A1; COL1A2; COL4A3; COL4A5
Dysmenorrhea,PDE4C; OPRM1; PGR; PDE4A; PTGS2; ESR1; PTGS1; FAAH; NR3C2; PDE4B; TRPV1; ALOX5; PDE4D
Eczema,RARA; IL13; RARG; RXRA; IL4R; NR3C1; JAK1; PDE4B; PDE4C; RXRB; PDE4A; RARB; FKBP1A; PDE4D; RXRG
Ehlers-Danlos syndrome,SCN1A; SCN9A; SCN8A; SCN4A; SCN11A; SCN5A; SCN3A; SCN2A; SCN7A; SCN10A
Encephalopathy,GABRE; GABRA6; GABRG3; GABRD; GABRQ; GABRA1; GABRG2; GABRA3; GABRA2; GABRG1; GABRB1; GABRB3; GABRA5; GABRP; GABRA4; GABRB2
End Stage Liver Disease,KCNK10; GABRA3; GABRA1; GABRE; GABRG2; GABRA2; GABRG1; GABRB1; KCNK3; GABRD; GABRP; GLRA1; KCNK9; GABRG3; KCNK18; KCNK2; GABRA4; GABRA6; GABRB2; GABRB3; GABRA5; GABRQ
Endometrial Hyperplasia without Atypia,NDUFS8; GPD2; NDUFA5; NDUFA2; NDUFA9; NDUFB9; NDUFAF2; NDUFS4; NDUFA11; NDUFA4L2; NDUFA13; NDUFA4; MT-ND6; MT-ND4; NDUFS1; NDUFB7; NDUFA8; NDUFA1; NDUFB10; NDUFS6; NDUFB11; NDUFC2; NDUFV3; NDUFB6; NDUFS5; NDUFA12; NDUFA6; NDUFA7; NDUFC1; NDUFS7; NDUFAF4; NDUFA10; NDUFAF1; NDUFS2; NDUFA3; NDUFAF3; NDUFV2; NDUFB1; MT-ND3; MT-ND1; NDUFS3; NDUFAB1; NDUFB4; PGR; NDUFB2; ESR1; NDUFB3; NDUFB5; NDUFB8; NDUFV1; MT-ND2; MT-ND5; MT-ND4L
Epiphora,NR3C1; SCN2A; SCN1A; SCN5A; SCN7A; SCN3A; SCN4A; SCN9A; SCN8A; SCN11A; SCN10A
Facial wrinkling,SCN1A; SCN5A; SCN10A; VAMP2; SCN4A; SCN2A; SCN7A; SNAP25; SCN9A; SCN8A; SCN3A; SCN11A
Fever,GABRA4; GABRA6; ALOX5; GABRP; PTGS1; GABRG2; MMP8; MMP7; MMP13; SIGMAR1; CACNA1B; GABRB3; GABRD; RYR1; GABRQ; GABRA3; PTGS2; FAAH; GABRB2; GABRA2; GABRG1; GABRG3; GRIN2A; GABRA5; MMP1; TRPV1; GABRA1; GABRE; GLRA1; GABRB1; RYR3
Focal-onset seizure,SCN5A; SCN2A; SCN7A; SCN1A; SCN11A; SCN10A; SCN4A; SNAP25; SCN3A; CACNA2D1; SCN9A; SCN8A
Gastrointestinal hemorrhage,PTGS1; ADRA1A; HTR3A; VKORC1; ADRA1B; ADRA2B; PTGS2; ATP4A; HTR4; ADRB2; ADRA2C; DRD2; ADRB3; ADRB1; PLG; ADRA2A; P2RY12; ADRA1D
Graves ophthalmopathy,PTGS2; PTGS1; NR3C1; TPO; PTGFR; SNAP25; IGF1R; MS4A1; TLR9; ADRB2; TLR7; DIO1; DHFR; ADRB1
HIV infection,GABRA3; ACHE; PTGS1; PDE6C; RBX1; CYP3A5; GABRG2; NR3C1; CRBN; MMP8; PDE6B; MMP7; MMP13; CUL4A; IFNAR2; PDE9A; CCR5; CYP3A7; ADORA2B; RRM2; PDE2A; PTGS2; PGR; PDE10A; GHR; PDE8B; PDE4D; ADORA2A; IMPA1; PDE5A; PDE6H; GABRA2; PDE3B; PDE1C; PDE6G; GABRA5; EPOR; MMP1; PDE4A; PDE8A; GSK3B; FKBP1A; ESR1; GSK3A; HMGCR; BCHE; PDE1A; IFNAR1; PDE6D; ACE; CYP3A4; PDE7A; CD4; CYP3A43; GABRA1; PDE4C; IMPDH1; HRH2; PDE1B; PDE6A; FDPS; GABRG1; DDB1; AR; PDE7B; PDE3A; IMPDH2; GABRG3; PDE4B
Hallux valgus,SCN11A; SCN5A; SCN8A; SCN2A; SCN1A; SCN3A; SCN10A; SCN4A; SNAP25; SCN7A; SCN9A
Headache,PDE4A; GABRE; SLC6A2; SLC6A4; PDE4D; NR3C1; CHRM3; ADRA2A; GRIA4; GRIA1; HTR4; GRIK2; HTR3A; CA4; ADRB2; SCN9A; ADORA2B; TRPV1; GRIN2B; SCN4A; GABRA3; GABRA1; ADRB1; DRD4; ACHE; GABRP; PTGS1; HTR2A; CA2; PDE4C; GABRA4; OPRM1; GRIN3B; GRIA2; ADORA2A; SCN2A; TRPM8; DRD2; GABRG1; GABRB1; GABRB3; CHRM1; GRIK1; ADRA1D; PDE3A; GABRG3; PDE4B; MC2R; GRIN3A; PTGS2; GRIN2D; GABRG2; FAAH; ADRA1A; GRIA3; SCN1A; GABRA6; PDE3B; CACNA2D1; SCN11A; GRIN1; CHRM2; GRIN2A; SCN5A; GABRD; ADRA2B; ADORA3; TRPA1; GRIK5; HTR1B; SCN7A; GABRB2; HTR2C; SIGMAR1; GRIK4; DRD3; GABRA2; SCN3A; GRIN2C; ADORA1; GRIK3; ADRA1B; HTR1D; ADRA2C; SCN10A; GABRA5; HRH1; SCN8A; GABRQ
Hepatic steatosis,NDUFAB1; NDUFB2; NDUFB7; GPD2; NDUFA8; NDUFA5; NDUFB11; NDUFS4; PNLIP; NDUFV2; LIPF; NDUFA13; NDUFA4; MT-ND3; NDUFS1; NDUFB4; NDUFA1; NDUFB5; NDUFA9; NDUFS6; NDUFV3; NDUFV1; NDUFA3; NDUFA11; NDUFAF3; NDUFA12; NDUFA4L2; MT-ND1; MT-ND4L; NDUFS3; NDUFC1; NDUFB3; NDUFAF4; NDUFA10; NDUFAF1; NDUFB10; NDUFC2; NDUFAF2; NDUFB6; NDUFB1; NDUFA6; MT-ND6; MT-ND2; MT-ND5; MT-ND4; NDUFA7; NDUFS8; NDUFS7; NDUFA2; NDUFB9; NDUFS2; NDUFB8; NDUFS5
"Hepatitis, Alcoholic",PDE4A; PDE8A; NR3C1; PDE3B; PDE6D; PDE7B; PDE3A; PDE7A; PDE6C; PDE4D; PDE1A; CSF3R; PDE1B; ADORA2A; PDE6A; PDE6B; PDE6H; PDE1C; PDE4B; PDE2A; PDE4C; PDE9A; PDE6G; PDE10A; PDE8B; PDE5A; ADORA2B
Hernia,GABRA3; PTGS2; PTGS1; GABRG2; GABRG1; GABRA5; GABRG3; GABRA1; GABRA2; SCN4A
Hip dysplasia,SCN7A; ADRA2A; SCN9A; ADRA1D; SCN10A; SCN4A; ADRA1A; SCN2A; ADRB2; ADRA2B; ADRB1; SCN1A; SCN11A; ADRB3; SCN3A; ADRA1B; SCN5A; ADRA2C; SCN8A
Hip pain,SCN3A; SCN5A; SCN9A; SCN2A; SCN7A; SCN4A; SCN1A; SCN11A; SCN10A; SCN8A
Hodgkins lymphoma,PDE6C; PDE4D; PDE1B; PDE1C; ADORA2B; POLD4; TUBB4B; TUBB8; POLA2; POLD1; PDE4A; POLD3; POLE2; TUBB1; PDE4C; PDE8B; NR3C1; PDE1A; TNFRSF8; TUBB2A; TUBB2B; PDE6H; MS4A1; PDE9A; PDE2A; TUBB; PRIM1; PDE7A; PDE8A; TUBB4A; POLD2; ADORA2A; PDE6B; PDE5A; PRIM2; POLE3; PDE6D; PDE7B; TUBB6; PDE4B; PDE6G; TOP2B; POLA1; GSR; PDE10A; TOP2A; PDE6A; PDE3B; PDE3A; POLE; TUBB3
Hypercholesterolemia,CACNA1F; HMGCR; CACNA1D; ABCA1; PTGDR; CACNA1S; PPARA; NPC1L1; MTTP; CACNA1C; PCSK9; PDE3A
Hypoglycemia,NR3C2; KCNJ11; SSTR3; SSTR5; INSR; CALCR; KCNJ8; SSTR1; SSTR2; DPP4; GCGR
Hypothermia,GABRA3; SLC6A2; GABRA4; AVPR2; GABRB1; AVPR1A; AVPR1B; GABRA1; GABRP; OPRM1; GABRB3; GABRG3; ADRA2C; GABRA5; GABRD; GABRE; GABRG2; SLC6A3; ADRA2A; GABRG1; HTR1A; GABRQ; ADRA2B; GABRA6; GABRB2; GABRA2
IGA glomerulonephritis,ABCA1; AGTR1; MS4A1; TLR7; IMPDH1; VDR; SLC5A2; ACE; NR3C1; PPAT; REN; IMPDH2; TLR9
Inguinal hernia,CA1; SCN2A; SCN1A; ADRB2; GRIN1; TRPV1; GRIN2B; SCN4A; ADRB1; PTGS1; GRIN3B; SCN7A; ADRA1B; GRIN2A; SCN8A; GRIN3A; PTGS2; GRIN2D; OPRM1; FAAH; ADRA1A; CHRND; SCN3A; SCN11A; SCN9A; SCN10A; CHRNG; CHRNE; CHRNA1; ADRA2A; GRIN2C; CHRNB1; ADRA1D; SCN5A; ADRA2C; ADRB3; ADRA2B
Irritability,TRPM8; SCN11A; SCN2A; SCN7A; SIGMAR1; SCN5A; TRPA1; SCN9A; GRIN2A; SCN10A; SCN8A; SCN4A; SCN1A; SCN3A
Ischemic stroke,PTGS1; CACNA1F; PLG; ADRA1B; ADRA1D; ADRA2C; ADRA2B; HMGCR; MTNR1B; PCSK9; ADRB2; P2RY12; INSR; ITGB3; ITGA2B; ADRA1A; F10; TRPM8; AGTR1; ADRB3; ADRB1; PTGS2; CACNA1S; TRPA1; SERPINC1; ADRA2A; CACNA1C; CACNA1D; VKORC1; MTNR1A; PDE3A
Knee pain,PTGS2; NR3C1; SCN3A; SCN11A; SCN9A; SCN5A; SCN10A; SCN8A; PTGS1; SCN2A; SCN4A; SCN7A; SCN1A
Laryngospasm,GABRA3; GABRA4; GABRA1; GABRP; GABRA6; GABRB2; GABRG1; KCNK9; KCNK3; KCNK10; GABRG2; GABRB3; GABRA5; GABRD; GABRQ; KCNK2; GABRE; GLRA1; GABRA2; GABRB1; GABRG3; KCNK18
Lennox-Gastaut syndrome,SCN4A; GABRA3; GABRP; GRIK5; GABRA4; SCN2A; SCN1A; GRIK4; GRIA4; GABRG1; CA4; SCN11A; GRIK1; GABRG3; SCN5A; GABRA1; CNR1; GRIA3; SCN7A; GABRA2; SCN3A; GABRB1; GRIK3; GRIK2; MTNR1A; SCN8A; GABRE; CA2; GABRG2; GABRA6; GABRA5; GABRD; GABRQ; GRIA2; MTNR1B; GABRB2; GRIA1; GABRB3; SCN9A; SCN10A
Low back pain,SCN4A; DRD4; OPRK1; NR3C1; GRIN3B; SCN1A; SCN9A; SCN5A; ADRA2C; SCN10A; TRPV1; GRIN2B; OPRM1; SNAP25; DRD3; SCN11A; SCN8A; GRIN3A; GABBR1; VAMP2; ADRA2B; PTGS1; HTR2A; GRIN2D; SLC6A4; SCN2A; SCN7A; GABBR2; DRD2; SCN3A; GRIN2C; GRIN1; GRIN2A; PTGS2; ACHE; SLC6A2; ATP4A; OPRD1; FAAH; CA1; HTR2C; ADRA2A; CACNA2D1; HRH1
Malignant Pancreatic Neoplasm,TUBB2B; TUBB8; TUBB6; TYMS; TUBB4B; DPYD; TUBB3; TUBB4A; TUBB2A; TUBB; TUBB1
Mantle cell lymphoma,POLA2; PSMB5; POLA1; POLD2; NR3C1; TOP2A; PRIM2; MS4A1; TUBB; RBX1; TUBB4A; POLE3; DDB1; POLD4; POLD1; TOP2B; POLD3; TUBB1; CRBN; TUBB2B; POLE; BTK; POLE2; TUBB2A; CUL4A; TUBB6; TUBB4B; PRIM1; TUBB3; TUBB8
Mastocytosis,PRKCQ; PRKD3; PRKCE; PRKCZ; PDGFRB; PRKCI; PRKCG; PRKCB; PRKCH; FLT3; KDR; PDGFRA; PRKCA; KIT; PRKCD; PRKD1
Mental deterioration,GRIK5; SLC6A4; GRIA3; SCN1A; GRIK2; SCN5A; SCN8A; GABRE; GABRA4; GABRG2; SCN2A; CA4; SCN11A; GRIK1; GABRG3; GABRA5; GABRD; SCN4A; GABRA1; GABRP; CA2; GABRB2; GABRA2; GRIA4; SCN3A; GABRB1; GRIK3; GABRB3; HTR1A; SCN10A; GABRQ; GABRA3; GRIA2; SCN7A; GABRA6; GRIK4; GRIA1; GABRG1; HTR3A; SCN9A
Morton Neuroma,SCN1A; SCN11A; SCN3A; SCN9A; SCN5A; SCN10A; SCN4A; NR3C1; SCN2A; SCN7A; SCN8A
Muscle spasm,SCN4A; OPRM1; SCN1A; TRPV1; PTGS2; OPRK1; HTR2C; SCN11A; SCN5A; HTR2A; TRPA1; OPRD1; SCN2A; SCN7A; SCN3A; SCN9A; SCN10A; PTGS1; TRPM8; SCN8A
Muscle weakness,KCNQ1; KCNQ2; KCNA10; KCNB1; KCNC2; KCNS3; KCNA3; KCNQ3; KCND2; KCNH7; KCNH2; KCNQ4; KCNA6; KCNF1; KCND3; KCNH8; KCNH4; KCND1; KCNA1; KCNS1; KCNA5; KCNH5; KCNH1; KCNV1; KCNV2; KCNG4; KCNH6; KCNG2; KCNA4; KCNB2; KCNQ5; KCNG1; KCNA7; KCNC4; KCNC1; KCNC3; KCNH3; KCNS2; KCNG3; KCNA2
Myalgia,SCN4A; ALOX5; PTGS2; HTR2A; SCN7A; ADRA1B; ADRA1D; SCN5A; ADRA2C; HRH1; SCN8A; ADRA2A; SCN3A; SCN11A; SCN9A; ADRA2B; TRPA1; HRH2; ADRA1A; TRPM8; SCN10A; TRPV1; PTGS1; SCN2A; SCN1A; HTR2C; XDH
Myasthenia gravis,NR3C1; KCNC1; KCNH3; KCNH1; KCNA6; KCNV1; KCNG3; KCNA3; KCNA2; KCNG2; KCNH7; KCNQ2; ACHE; KCNH4; KCNA7; KCNC4; KCNC3; KCNF1; KCNC2; KCNV2; KCND3; KCNH6; KCNH8; KCNQ1; KCNH2; KCND1; KCNA1; KCNQ4; KCNS1; KCNA10; KCNS2; KCNB1; KCNG4; KCNQ3; KCND2; KCNG1; FCGRT; PPAT; KCNA5; KCNH5; KCNS3; KCNA4; KCNB2; KCNQ5
Mydriasis,ADRA1A; CHRM3; ADRB2; ADRA1B; ADRA2C; ADRB1; ADRA1D; CHRM2; CHRM1; ADRA2B; ADRA2A; ADRB3
